Status,Rewrite_in_context,Original,Rewrite,Chris: info correct?,Chris: info correct comment
done,"St Mary's Church, Preston Park [HEAD] History ; Construction [SEP] In 1907, the site for St Mary's Church was bought from the lands of Preston Manor. Catherine and Denis Broderick gave money for the building of the church. On 9 August 1910, the foundation stone was laid. In 1912 , construction of St Mary ' s Church was finished and the first Mass was said in the church on 7 April 1912 . Construction was halted then because of a disagreement because Broderick wanted the sanctuary built first, instead of Hopper's plans of building a tower. When the church was opened, a tower was built, but the east side of the church with its fittings were left unfinished. The architect was Percy Aidan Lamb. In 1907, not long before being commissioned to design St Mary's Church, he started his architectural firm in London. Before that he trained with Edward Goldie. From 1895 to 1907, he worked for John Francis Bentley on the construction of Westminster Cathedral. He built St Mary's Church in the Gothic Revival style with Arts and Crafts movement influences. In the church, he also designed the font made of onyx. It was made by J. Whitehead & Son, crafted from a pair of columns originally constructed for Westminster Cathedral.","In 1912, construction was finished and the first Mass was said in the church on 7 April 1912.","In 1912, construction of St Mary's Church was finished and the first Mass was said in the church on 7 April 1912.",y,
un,"Changtang [HEAD] Ladakhi Changtang ; Hamlets [SEP] Changtang hamlets were established when many Tibetan nomads, mostly from western Tibet, fled and settled down in the adjoining places of Ladakh. There are more than 3,500 Tibetan refugees residing in the Changtang region who depend primarily on livestock, with agriculture being their secondary occupation. These nomads were organized into the Tibetan refugee settlements in 1977 by the Central Tibetan Administration, Dharamsala, with help from Government of India and the state government at nine different places: Nyoma, Kagshung, Goyul, Hanley, Sumdho, Samedh, Karnag, Chushul and Churmur. These settlements are scattered across the high-altitude plateau with an average elevation of 4,700 metres (15,400 ft). The temperature in the region varies from −5 to −35 °C (23 to −31 °F) in winter and up to a maximum of 30 °C (86 °F) in summer. Large areas of Changtang are semi - arid , with very little vegetation growth in the whole region . Agricultural lands and pastures are confined to limited areas along the riverbanks (Yatoo et al., 2014). The average snowfall is less than 10 mm (0.39 in) occurring usually during the months of December, January and February. Unusual and excess snowfall as happened in March 2012, can be fatal to the livestock of the nomads. Sometimes, goats and sheep cannot get access to the grass for grazing for period up to 15 days. This constitutes the most critical part of the year for the nomads (Yatoo et al., 2014). Education in Ladakh is looked after entirely by the SOS Tibetan Children Village, one of the non-profit institutions providing education to the Tibetan children. There is a facility for crèche to tenth standard. Most of students attend day school, but there are also boarding facilities for very poor students and those from nomadic camps. Almost all children get a chance to go to school, and the general education level of the children is fairly good. The settlements have one modern allopathic hospital and one Tibetan medical and Astro clinic. There is also a bird sanctuary.","Large areas of Changtang are semi-arid, with very little vegetation growth in the whole region.","Large areas of Changtang are semi-arid, with very little vegetation growth in the whole region.",,
imp,"Congorilla [HEAD] Fictional character biography ; Justice League [SEP] Years later, Bill (now known as Congorilla) is trapped in his gorilla form upon the death of his human body. He becomes the protector of a band of gorillas, and friend of the South African hero Freedom Beast. When the gorillas and Freedom Beast are slaughtered by hunters, Congorilla decides to seek justice. After the trail leads to the villain Prometheus, Congorilla teams up with Starman, and eventually a splinter faction of the Justice League. After Prometheus ' s death , Congorilla becomes a full - time member of the Justice League . During his time with the League, Bill faces off against such foes as the rogue Starheart and Eclipso, and becomes close friends with Starman and Supergirl. He is also part of a much larger makeshift Justice League squad when the return of Batman from a seeming death threatens to destroy time and space. After Batman Inc. appoints the vigilante Batwing as the official Batman of Africa, Congorilla realizes that the continent is too big for one hero to handle. He ultimately chooses to resign from the JLA in order to help organize the superheroes of Africa into a more efficient team, as well as to find a worthy successor to carry on Freedom Beast's legacy.","After Prometheus's death, Congorilla becomes a full-time member of the Justice League.","After Prometheus's death, Congorilla becomes a full-time member of the Justice League.",,
imp,"Ninja Resurrection [HEAD] Plot ; Hell's Spawn [SEP] There is a historical narration about the strongest swordsmen of the time and how swordsmanship became a science and evolved. The samurai's discussed are Musashi Miyamoto, Mataemon Araki, Inshun Hosowei, Botaro Tamiya, Munenori Yagyu, and Jubei Yagyu. It states that their battles are legendary but their deaths are shrouded in mystery; for example, Musashi disappeared in foggy mountains and Mataemon was poisoned by an unknown person. Several months after the Shimabara Riot, Jubei is resting under a tree when he starts to have memories of the riot and all the bodies. An old man is riding into the Yagyu lands when he spots a boy and a girl spear-fishing. The girl keeps nagging the boy and he dunks her into the water. The old man rides on towards the Yagyu estate. The girl jumps onto Jubei and pretends to be frighten of a snake. She then confesses how much she likes Jubei. When the old man, whose name is Jushin Sagoguichi, enters the estate he is dismayed that it is in ruin and that some walls are broken down. A servant tells him that lord Jubei allowed it to get that way. Jubei and the two children arrive and it turns out that Jushin is the children's father. Inside the house, Jushin scolds his daughter for not being ladylike and scolds his son, who is his heir, for doing servant's chores. Jubei tries to calm him down with sake. Another young girl, named Ohina, enters the room bringing food. She speaks graciously to Lord Jushin and Jushin compliments her on how beautiful she has become since he last saw her. As Jushin and Jubei eat, Jushin tells them that the shogun, Yorinobu, has requested that all unmarried girls of noble birth between the ages of 15-23 should be brought to Kishu. Jubei finds the mandate strange. Onwei, Jushin's daughter, protests stating she wants to stay with Jubei. Jushin tells Jubei that the shogun is amassing a large army and gathering much food and it looks like he will increase taxes . He also tells Jubei that many strange men have been coming to the capital. Jushin also tells Jubei that many girls have gone missing. Jubei invites Jushin to watch the girls spar. In the morning, Ohina demonstrates her skills with a naginata by defeating a lot of men in a sparring match. Onwei then challenges Ohina and the two battle to a standstill. Jushin compliments them on their improvement and soon afterwards leaves with them to Kishu. Before Onwei leaves, she reminds Jubei to bathe at least once every three days and to wear clean clothes. As Jubei watches them go, he tells his servant to send a spy to watch the castle in Kishu and that he, Jubei, would be gone for five days.",Jushin tells Jubei that the shogun is amassing a large army and gathering much food and it looks like he will increase taxes.,Jushin tells Jubei that the shogun is amassing a large army and gathering much food and it looks like he will increase taxes.,,
un,"Agriculture in India [HEAD] Problems [SEP] ""Slow agricultural growth is a concern for policymakers as some two-thirds of India's people depend on rural employment for a living. Current agricultural practices are neither economically nor environmentally sustainable and India ' s yields for many agricultural commodities are low . Poorly maintained irrigation systems and almost universal lack of good extension services are among the factors responsible. Farmers' access to markets is hampered by poor roads, rudimentary market infrastructure, and excessive regulation."" ""With a population of just over 1.3 billion, India is the world's largest democracy. In the past decade, the country has witnessed accelerated economic growth, emerged as a global player with the world's fourth largest economy in purchasing power parity terms, and made progress towards achieving most of the Millennium Development Goals. India's integration into the global economy has been accompanied by impressive economic growth that has brought significant economic and social benefits to the country. Nevertheless, disparities in income and human development are on the rise. Preliminary estimates suggest that in 2009–10 the combined all India poverty rate was 32 % compared to 37 % in 2004–05. Going forward, it will be essential for India to build a productive, competitive, and diversified agricultural sector and facilitate rural, non-farm entrepreneurship and employment. Encouraging policies that promote competition in agricultural marketing will ensure that farmers receive better prices."" A 2003 analysis of India's agricultural growth from 1970 to 2001 by the Food and Agriculture Organization identified systemic problems in Indian agriculture. For food staples, the annual growth rate in production during the six-year segments 1970–76, 1976–82, 1982–88, 1988–1994, 1994–2000 were found to be respectively 2.5, 2.5, 3.0, 2.6, and 1.8% per annum. Corresponding analyses for the index of total agricultural production show a similar pattern, with the growth rate for 1994–2000 attaining only 1.5% per annum. The biggest problem of farmers is the low price for their farm produce. A recent study showed that proper pricing based on energy of production and equating farming wages to Industrial wages may be beneficial for the farmers.",Current agricultural practices are neither economically nor environmentally sustainable and India's yields for many agricultural commodities are low.,Current agricultural practices are neither economically nor environmentally sustainable and India's yields for many agricultural commodities are low.,,
un,"European Bridge League [HEAD] Championships ; Other [SEP] The European Open Bridge Championships are biennial in odd years since 2003. The European Champions ' Cup annually since 2002 . The EBL organizes youth events annually in July, for youth teams and pairs that represent EBL member countries. The European Small Federations Trophy is contested by teams representing bridge nations with up to 500 members.",The European Champions' Cup annually since 2002.,The European Champions' Cup annually since 2002.,,
un,"I Walked with a Zombie [HEAD] Reception ; Contemporaneous reviews [SEP] Initial reception for I Walked with a Zombie was mixed . The New York Times was critical of the film, calling it ""a dull, disgusting exaggeration of an unhealthy, abnormal concept of life"". Wanda Hale of the New York Daily News praised it as a ""spine-chilling horror film,"" awarding it two-and-a-half out of three stars. A critic of The Boston Globe felt the film ""gets nowhere in the telling and finishes its overdone melodramatics with a most unconvincing climax."" A reviewer in Albany, New York thought it well-suited for its likely viewers: ""rigs up a great atmosphere for the haunt and holler audience and, compared with 'Cat People,' the movie with which it is mentioned most often in publicity, it is a success.",Initial reception for I Walked with a Zombie was mixed.,Initial reception for I Walked with a Zombie was mixed.,,
un,"Albatross [HEAD] Albatrosses and humans ; Threats and conservation [SEP] In spite of often being accorded legendary status, albatrosses have not escaped either indirect or direct pressure from humans. Early encounters with albatrosses by Polynesians and Aleuts resulted in hunting and in some cases extirpation from some islands (such as Easter Island). As Europeans began sailing the world, they, too, began to hunt albatross, ""fishing"" for them from boats to serve at the table or blasting them for sport. This sport reached its peak on emigration lines bound for Australia, and only died down when ships became too fast to fish from, and regulations forbade the discharge of weapons for safety reasons. In the 19th century, albatross colonies, particularly those in the North Pacific, were harvested for the feather trade, leading to the near-extinction of the short-tailed albatross. Of the 21 albatross species recognised by IUCN on their Red List, 19 are threatened, and the other two are near threatened. Three species (as recognised by the IUCN) are considered critically endangered: the Amsterdam albatross, Tristan albatross, and waved albatross. One of the main threats is commercial longline fishing, as the albatrosses and other seabirds—which will readily feed on offal—are attracted to the set bait, become hooked on the lines and drown. An estimated 100,000 albatross per year are killed in this fashion. Unregulated pirate fisheries exacerbate the problem. On Midway Atoll , collisions between Laysan albatrosses and aircraft have resulted in human and bird deaths , as well as severe disruptions in military flight operations . Studies were made in the late 1950s and early 1960s that examined the results of control methods such as the killing of birds, the levelling and clearing of land to eliminate updrafts, and the destruction of annual nesting sites. Tall structures such as traffic control and radio towers killed 3000 birds in flight collisions during 1964–1965 before the towers were taken down. Closure of Naval Air Facility Midway in 1993 eliminated the problem of collisions with military aircraft. Recent reductions in human activity on the island have helped reduce bird deaths, though lead paint pollution near military buildings continues to poison birds by ingestion. Albatross plumes were popular in the early 20th century. In 1909 alone, over 300,000 albatrosses were killed on Midway Island and Laysan Island for their plumes. Another threat to albatrosses is introduced species, such as rats or feral cats, which directly attack albatrosses or their chicks and eggs. Albatrosses have evolved to breed on islands where land mammals are absent and have not developed defences against them. Even species as small as mice can be detrimental; on Gough Island, the chicks of Tristan albatrosses are attacked and eaten alive by introduced house mice. Introduced species can have other indirect effects; cattle overgrazed essential cover on Amsterdam Island, threatening the Amsterdam albatross; on other islands, introduced plants reduce potential nesting habitat.","On Midway Atoll, collisions between Laysan albatrosses and aircraft have resulted in human and bird deaths, as well as severe disruptions in military flight operations.","On Midway Atoll, collisions between Laysan albatrosses and aircraft have resulted in human and bird deaths, as well as severe disruptions in military flight operations.",,
un,"Mossman District Hospital [HEAD] History [SEP] By January 1926 a large, level site off Johnston Road, about 0.5 miles (0.80 km) south-west of the centre of Mossman, had been acquired for the new hospital. A plan of the proposed hospital layout for the site was prepared by Public Works in April 1926, positioning the main building close to the centre of the site, facing east, and accessed from Hospital Street. To the north of the main building, connected via a covered way, were the nurses' quarters, and to south, also connected via a covered way, the maternity ward. At the western side of the site, and not physically connected to the main building, were a number of ancillary buildings, structures and facilities: a doctor's residence (with private driveway off Johnston Road), tennis court, wardsman's quarters, water supply pump house, drying green, laundry and powerhouse, incinerator, and morgue. The buildings were spaced well apart, to allow for future expansion on the site. In April 1926 the Douglas Hospital Committee (established under the Voluntary Hospitals system) was replaced by the Port Douglas Hospitals Board (formed under the 1923 Act). Through 1926 debate between the Board and the Queensland government centred on whether the Port Douglas hospital buildings would be re-located to Mossman, or new construction approved. The Department of Public Works estimated a cost of £20,868 to erect an entirely new hospital and £18,016 if the nurses' quarters and doctor's residence were re-located from Port Douglas. Local estimates were called, which proved lower than Works had anticipated, and in October 1928 the Board accepted from the government a loan of $14,000 for construction of entirely new hospital buildings. However, the Board also referred the Works Department design to Cairns architects Hill and Taylor, to prepare an alternative scheme in concrete based on the original plans. Richard Hill and Arthur John Henry Taylor were in partnership in Cairns from 1927 to c. 1940, with a branch office in Townsville 1933-1939. The partnership was resumed in 1945 but was dissolved in 1952. During the interwar years Hill and Taylor developed an extensive practice in northern Queensland. Their work included the Cairns City Council Chambers (1929-1930, Cairns City Council Chambers); the Johnstone Shire Hall at Innisfail (1935-1938, Johnstone Shire Hall); the Barron Valley Hotel (1940) at Atherton, and buildings at several district hospitals besides Mossman, including Boulia (emergency operating theatre, 1936), Cairns (nurses' quarters, 1937), Mareeba (new hospital building, 1937), and Proserpine (new hospital building 1939-1940, Proserpine Hospital). For the Mossman Hospital, Hill and Taylor proposed replacing the planned timber balustrades to the verandahs with decorative, arcaded concrete verandah facades in the Spanish Mission style popular at the time. They argued that the concrete exterior would be less expensive to maintain, would save on fire insurance costs, and would better withstand cyclonic weather. The Department of Public Works approved the amended design and in mid-1929 extended the loan to £16,000. Spanish Mission style architecture was popularised in Australia from the late 1920s . The emphasis on wide colonnaded or arcaded verandahs and white stuccoed exterior walls set against lush gardens (as popularised in the Californian version of the style), translated well to Australia's warm climate, particularly in Queensland. In utilising this idiom for the Mossman Hospital, Hill and Taylor created the illusion that the buildings were of a more substantial construction than was the reality - being principally timber-framed, clad and lined structures - and the white-walled buildings in the garden setting against a mountain backdrop proved to be extremely picturesque. It is the only Queensland public hospital constructed with a Spanish Mission exterior.",Spanish Mission style architecture was popularised in Australia from the late 1920s.,Spanish Mission style architecture was popularised in Australia from the late 1920s.,,
imp,"FatWallet [HEAD] Shutdown [SEP] On September 20, 2017, Tim Storm posted on his Facebook page the following: I heard the news today . . . oh boy . When I sold FatWallet in 2011, I told myself that I sold the right to complain about whatever happened after that. I'm immensely proud of what we built—and sad to hear that it will be shutting down very very soon. I've not been involved at all in the last 6 years, but my heart is with everyone that played a part, either with me, or after me. It was a hell of a ride. Shortly thereafter, a FatWallet employee confirmed that FatWallet's owner, Rakuten, would be shutting down the website, but was unable to provide further details. On September 22, 2017, FatWallet General Manager Ryan Washatka officially confirmed the site would be shutting down, although the timeline was yet to be determined. On September 26, 2017 Priti Kare, Ebates Director of Public Relations, announced that FatWallet's operations and website would be soon be shuttered. On September 27, 2017, according to a statement from spokesperson Alessandra Nagy, ""FatWallet's website will be taken down some time in the next month (October, 2017), Nagy said in an email."" On October 6, 2017, FatWallet sent an email confirming shut-down of its web site on Monday, which read, ""Thank you for shopping FatWallet. With sadness, we must inform you that we will be closing our site on Monday, October 9th..."" On October 9, 2017, at approximately 4:00 p.m. EST, the site went offline and began redirecting to Ebates.com. FatWallet.com now has a goodbye message on its homepage.",I heard the news today... oh boy.,I heard the news today... oh boy.,,
un,"Max Bork [HEAD] [SEP] Max Bork (1 January 1899 – 4 July 1973) was a German general during World War II who commanded the XIII Army Corps. He may have been a recipient of the Knight's Cross of the Iron Cross of Nazi Germany. Bork was born in Lasdehnen , East Prussia , he joined the German Army in 1916 and remained in the Weimar German Reichswehr . In World War II Bork commanded the 47th Infantry Division, the XIII Army Corps and the Korps ""Bork"". He received the German Cross in Gold on 16 August 1942 as Oberst im Generalstab of the LIII. Armeekorps Towards the end of the war, Bork was nominated for Knight's Cross of the Iron Cross as commanding general of Korps ""Bork"". His nomination by the troop was received by the Heerespersonalamt (HPA—Army Staff Office) on 13 April 1945 via the Reichsführer-SS. Major Joachim Domaschk requested the explanatory statement from the Commander-in-Chief of AOK 1 via teleprinter message on 14 April 1945. He renewed his request on 5 May 1945. Domasck noted this in the book of ""awarded Knight Crosses"". In parallel the HPA received a second nomination by the troop, approved by all intermittent commanding officers, on 28 April 1945. This nomination apparently never made it to Major Domaschk. Both nominations by the troop fail to indicate further evidence that the nomination was processed or approved. The presentation date is an assumption of the Association of Knight's Cross Recipients (AKCR). Bork was a member of the AKCR.","Bork was born in Lasdehnen, East Prussia, he joined the German Army in 1916 and remained in the Weimar German Reichswehr.","Bork was born in Lasdehnen, East Prussia, he joined the German Army in 1916 and remained in the Weimar German Reichswehr.",,
